trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
195,False,"{'a': 0.5, 'e': 1.0}",25,0,-27.238192984522655,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 1.0}",30,0,-58.27142771382174,"{0: 14, 1: 16, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 1.0}",25,0,-36.60403959978366,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 1.0}",25,0,-28.92976318176808,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.74149361447411,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 1.0}",25,0,-39.79444553285374,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 1.0}",20,0,-4.1479196992452785,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 1.0}",25,0,-23.49873497997536,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.28614607373307,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 1.0}",30,0,-39.07919462656601,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.61349685701206,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 1.0}",25,0,-33.246852755299926,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.5, 'e': 1.0}",30,0,-41.04565088649633,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 1.0}",20,0,-25.667434891533205,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 1.0}",30,0,-38.3076935632075,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 1.0}",30,0,-12.997073665665518,"{0: 22, 1: 8, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 1.0}",20,0,-14.062345770931563,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 1.0}",25,0,-38.792410234378636,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 1.0}",25,0,-33.98535364358056,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 1.0}",30,0,-45.73998953578315,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 1.0}",30,0,-56.56860161021649,"{0: 14, 1: 16, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 1.0}",20,0,-40.15411053038791,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 1.0}",25,0,-29.594825027149863,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 1.0}",25,0,-17.94990346314981,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 1.0}",30,0,-27.42790543035155,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.21030748779633,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.46743892968234,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 1.0}",25,0,-32.659880022139426,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 1.0}",25,0,-24.488937123533432,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 1.0}",20,0,-33.509464420566076,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 1.0}",20,0,-13.49404771980883,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 1.0}",30,0,-22.513394701785945,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 1.0}",25,0,-14.46790575127745,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 1.0}",20,0,-15.14638157691693,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 1.0}",25,0,-22.30966724051634,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 1.0}",25,0,-35.0916873857614,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 1.0}",20,0,3.6672428671516446,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 1.0}",20,0,-10.766629438325111,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.165074549522664,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.778834873916324,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 1.0}",25,0,-37.43340438578037,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 1.0}",25,0,-20.604934147173694,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 1.0}",20,0,-6.107220863454636,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 1.0}",35,0,-36.372847459495695,"{0: 21, 1: 14, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 1.0}",25,0,-22.40579966322241,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 1.0}",20,0,-26.786126011277865,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.2721843965833,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.5, 'e': 1.0}",25,0,-54.07598619230164,"{0: 11, 1: 14, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.5, 'e': 1.0}",20,0,-23.55356200083272,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 1.0}",25,0,-27.907595527577964,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 1.0}",25,0,-14.047158049963414,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 1.0}",20,0,-29.32080073291875,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.5, 'e': 1.0}",20,0,-44.00642585509578,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 1.0}",20,0,-40.590182212268274,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 1.0}",20,0,-30.859729255006336,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 1.0}",35,0,-27.475415821089523,"{0: 23, 1: 12, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 1.0}",20,0,-31.54400228677543,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 1.0}",20,0,-14.382611526503538,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.5, 'e': 1.0}",20,0,-15.523665631377323,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 1.0}",20,0,-10.510968337098634,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 1.0}",25,0,-33.39243791106843,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 1.0}",20,0,-39.07343905447214,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 1.0}",25,0,-0.7499101090313292,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 1.0}",25,0,-21.450235256144605,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 1.0}",30,0,-26.967276417318487,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 1.0}",20,0,-36.46173206738361,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 1.0}",20,0,-36.29017435287053,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 1.0}",25,0,-23.91717773514006,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.13310773122555,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 1.0}",35,0,-40.274300190643956,"{0: 20, 1: 15, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 1.0}",25,0,-46.50104051341221,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.5, 'e': 1.0}",20,0,-38.32934994528896,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 1.0}",20,0,-35.687765246667986,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 1.0}",25,0,-42.88993898003572,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 1.0}",20,0,-12.649007759635117,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 1.0}",35,0,-36.22949129541215,"{0: 22, 1: 13, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.5, 'e': 1.0}",25,0,-15.905544801994429,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.992793348632944,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.01515041574637,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 1.0}",20,0,-37.91588452444824,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.07154626894147,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 1.0}",20,0,-22.965804472006496,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.5, 'e': 1.0}",35,0,-39.721357712650175,"{0: 21, 1: 14, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 1.0}",30,0,-41.0258717734626,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 1.0}",30,0,-40.07835973508049,"{0: 17, 1: 13, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 1.0}",20,0,-26.144855496896263,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.571374663024645,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 1.0}",20,0,-42.87415886760909,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 1.0}",30,0,-45.56218554303259,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 1.0}",20,0,-42.08368517109922,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 1.0}",30,0,-54.802644121221505,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.5, 'e': 1.0}",25,0,-18.55415805375793,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.128455453791172,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 1.0}",20,0,-37.97287482651341,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.189142302307495,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 1.0}",20,0,-31.47003758595081,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 1.0}",25,0,-38.10147399560796,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.177685550696765,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 1.0}",20,0,-10.41246703880125,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 1.0}",20,0,-5.411862915327295,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 1.0}",25,0,-2.948476505314574,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 1.0}",20,0,-14.313169141005092,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.41423224615803,"{0: 8, 1: 12, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.155802948989997,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 1.0}",20,0,-11.409091793386377,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.039289142616184,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.5, 'e': 1.0}",20,0,-32.517037943417925,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 1.0}",35,0,-40.51789823005711,"{0: 20, 1: 15, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 1.0}",30,0,-19.734019070056405,"{0: 20, 1: 10, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 1.0}",25,0,-18.164979815728206,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.183043008752733,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 1.0}",20,0,-48.4442431795212,"{0: 8, 1: 12, 2: 0, 3: 0, 4: 0}",0
307,False,"{'a': 0.5, 'e': 1.0}",20,0,-41.7552092062537,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 1.0}",20,0,-34.56907602420448,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 1.0}",25,0,-43.09192325192351,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 1.0}",20,0,-23.78568232573828,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.5, 'e': 1.0}",25,0,-14.161596187476643,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.5, 'e': 1.0}",20,0,-16.18731642985668,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 1.0}",25,0,-38.41744772787603,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 1.0}",25,0,-4.865863752219022,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.98793496746945,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 1.0}",20,0,-26.240682677446895,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 1.0}",20,0,-29.186668112483765,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.5, 'e': 1.0}",20,0,-18.3832915392831,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 1.0}",25,0,-22.484446602096913,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 1.0}",20,0,-14.127565377877637,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 1.0}",25,0,-46.27482236810391,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.5, 'e': 1.0}",35,0,-65.5575746773757,"{0: 17, 1: 18, 2: 0, 3: 0, 4: 0}",0
323,False,"{'a': 0.5, 'e': 1.0}",25,0,-22.85912018944676,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.5, 'e': 1.0}",20,0,-35.953194247625945,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 1.0}",30,0,-56.58073222930834,"{0: 14, 1: 16, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 1.0}",30,0,-32.20436864916103,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.5, 'e': 1.0}",25,0,-16.031203385316047,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 1.0}",20,0,-25.323097224650404,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.5, 'e': 1.0}",30,0,-53.33380178495728,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.080796593733222,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.5, 'e': 1.0}",25,0,-39.944110866937194,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.793038812432847,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 1.0}",25,0,-31.78312281722805,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 1.0}",25,0,-3.652176526639204,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 1.0}",20,0,-24.249027901731516,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.5, 'e': 1.0}",25,0,-7.6943819292701905,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.5, 'e': 1.0}",25,0,3.2244319899432163,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 1.0}",25,0,-21.096038481297157,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 1.0}",30,0,-26.396389698926583,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.5, 'e': 1.0}",25,0,-34.04859997988771,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 1.0}",30,0,-21.285335176827893,"{0: 20, 1: 10, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.5, 'e': 1.0}",20,0,-22.9011300989598,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.5, 'e': 1.0}",20,0,-7.572005665624683,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.22454555607127,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 1.0}",20,0,-4.453880823347942,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 1.0}",20,0,-12.385542970719591,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.069729939981727,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 1.0}",20,0,-43.10724817738462,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 1.0}",25,0,-23.470995676388377,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.5, 'e': 1.0}",20,0,-13.764075333882602,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 1.0}",25,0,-48.25806985209363,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.5, 'e': 1.0}",20,0,-29.538018793933627,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 1.0}",20,0,-19.005597447962323,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 1.0}",25,0,-32.269579839776206,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.68212145708284,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 1.0}",30,0,-21.398343577759398,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.5, 'e': 1.0}",35,0,-21.110393550205437,"{0: 23, 1: 12, 2: 0, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 1.0}",25,0,-45.960779340362954,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 1.0}",25,0,-30.91370821218848,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.5, 'e': 1.0}",20,0,-15.569796964350138,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 1.0}",20,0,6.073918799736791,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 1.0}",25,0,-27.864303799532443,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 1.0}",25,0,-25.386041574171895,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 1.0}",30,0,-31.632919822769153,"{0: 18, 1: 12, 2: 0, 3: 0, 4: 0}",0
365,False,"{'a': 0.5, 'e': 1.0}",25,0,-44.39832270974292,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 1.0}",25,0,-52.01172748099779,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 1.0}",30,0,-39.21011552797256,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
368,False,"{'a': 0.5, 'e': 1.0}",25,0,-29.603572341479378,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 1.0}",30,0,-46.980423797110866,"{0: 16, 1: 14, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.67524541470386,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.5, 'e': 1.0}",25,0,-33.79185288170397,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 1.0}",25,0,-18.802053970733226,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.5, 'e': 1.0}",20,0,-36.08154822628957,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
374,False,"{'a': 0.5, 'e': 1.0}",20,0,-20.526578305293167,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 1.0}",25,0,-13.4658117871128,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.5, 'e': 1.0}",25,0,-14.031914464090823,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 1.0}",25,0,-25.51153972011486,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 1.0}",20,0,-21.534050100253715,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 1.0}",20,0,-26.38430023462487,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.5, 'e': 1.0}",25,0,-13.001854248293842,"{0: 16, 1: 9, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 1.0}",25,0,-9.951075900957806,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
382,False,"{'a': 0.5, 'e': 1.0}",30,0,-50.68505725825122,"{0: 15, 1: 15, 2: 0, 3: 0, 4: 0}",0
383,False,"{'a': 0.5, 'e': 1.0}",20,0,-18.067492345090855,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.5, 'e': 1.0}",30,0,-24.571695717737285,"{0: 19, 1: 11, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.5, 'e': 1.0}",25,0,-6.987816329946491,"{0: 18, 1: 7, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 1.0}",25,0,-18.371145406633474,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
387,False,"{'a': 0.5, 'e': 1.0}",20,0,-1.0287352411791657,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 1.0}",30,0,-11.461880744522338,"{0: 21, 1: 9, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 1.0}",20,0,-27.391424966123093,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 1.0}",20,0,-34.4433960892011,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
