trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
473,False,"{'a': 0.4, 'e': 0.15417886461532546}",20,11,16.976484659016496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.4, 'e': 0.15121404639703348}",20,16,7.025553155773394,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.4, 'e': 0.14824786725334482}",20,9,23.567099479666844,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.4, 'e': 0.14528035387985133}",25,8,-15.378292594441874,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
477,False,"{'a': 0.4, 'e': 0.1423115329841538}",25,11,20.094476386507264,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.4, 'e': 0.13934143128561977}",20,0,17.03721460438863,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
479,False,"{'a': 0.4, 'e': 0.13637007551514496}",20,3,17.744707917083403,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.4, 'e': 0.1333974924149108}",30,21,-6.045586069128811,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
481,False,"{'a': 0.4, 'e': 0.13042370873814554}",25,12,19.025017694213886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.4, 'e': 0.1274487512488818}",35,21,1.431472495219775,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
483,False,"{'a': 0.4, 'e': 0.12447264672171729}",25,18,14.59285683580995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.4, 'e': 0.12149542194157227}",20,2,28.496287897626345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.4, 'e': 0.11851710370345009}",20,6,11.814107946975788,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.4, 'e': 0.11553771881219435}",25,15,4.3008890926375845,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.4, 'e': 0.1125572940822494}",25,15,17.347833882278877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.4, 'e': 0.10957585633741725}",20,2,17.52007929170421,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.4, 'e': 0.10659343241061792}",25,3,-7.027254066259669,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
490,False,"{'a': 0.4, 'e': 0.10361004914364617}",20,12,14.091436656487202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.4, 'e': 0.10062573338693173}",25,9,18.970519580639557,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.4, 'e': 0.0976405119992958}",20,15,11.909073269727827,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.4, 'e': 0.09465441184771117}",25,3,24.334787503413935,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.4, 'e': 0.09166745980705862}",25,15,17.630020581819522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.4, 'e': 0.08867968275988677}",25,5,31.59828737962802,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.4, 'e': 0.08569110759616845}",30,13,5.141299070375875,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.4, 'e': 0.0827017612130604}",35,15,21.13324513313335,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.4, 'e': 0.07971167051465945}",25,12,10.1987682219264,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.4, 'e': 0.07672086241176215}",25,15,15.447088567814008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.4, 'e': 0.07372936382162078}",20,6,25.072555861200584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.4, 'e': 0.0707372016677029}",30,8,19.783139513585905,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
502,False,"{'a': 0.4, 'e': 0.06774440287944729}",30,15,28.376871849378972,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.4, 'e': 0.06475099439202324}",25,8,18.55680234288588,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.4, 'e': 0.06175700314608652}",20,10,18.1129424481308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.4, 'e': 0.058762456087538564}",20,16,7.199961768318222,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.4, 'e': 0.05576738016728224}",25,5,31.062259583633924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.4, 'e': 0.05277180234098107}",25,13,21.837954168278362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.4, 'e': 0.049775749568814816}",20,1,17.635000022373706,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.4, 'e': 0.04677924881523865}",25,13,21.35017049734282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.4, 'e': 0.04378232704873868}",30,22,14.008629455923362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.4, 'e': 0.040785011241591035}",25,9,18.67052603350008,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.4, 'e': 0.03778732836961728}",20,9,18.71384909983834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.4, 'e': 0.03478930541194349}",25,16,14.17091928183594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.4, 'e': 0.03179096935075582}",20,8,24.526809380324085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.4, 'e': 0.028792347171058365}",30,6,27.165309374047343,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.4, 'e': 0.025793465860430936}",20,10,8.532959444161802,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.4, 'e': 0.02279435240878465}",25,12,7.606524614038694,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.4, 'e': 0.019795033808120765}",20,14,12.317823881602848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.4, 'e': 0.016795537052286005}",20,6,25.50155802859044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.4, 'e': 0.013795889136731364}",25,7,32.34886821571228,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.4, 'e': 0.010796117058267392}",30,8,35.90271394200001,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.4, 'e': 0.007796247814822993}",25,0,33.39047011056238,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,8,19.246197236678732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,7,22.6507849491462,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,21,20.546999578012873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,12,21.824996115627407,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,18,21.341688909519366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,16,6.655992971209844,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,13,24.374076283612073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,14,22.46758265638201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,13,9.522051744768344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,13.70596854498158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
